session,id,title,url,authors,summary
E3:テーマセッション6: 人文学と言語処理(3)3月11日（火） 13:00-14:30   E会場(1F会議室108),E3-1,日本語長単位語における語彙素推定,/proceedings/annual_meeting/2025/pdf_dir/E3-1.pdf,"○尾崎 太亮, 古宮 嘉那子 (農工大), 浅原 正幸, 小木曽 智信 (国語研/総研大)",デジタル人文学やコーパス言語学研究に重要な日本語長単位語に対する語彙素を推定する試みを行った．語彙素の推定にはエンコーダ・デコーダ型の言語モデル(T5) を用い，長単位語の品詞や表層形の他，長単位語を構成する短単位語の品詞・語彙素，および本文を入力として，長単位語の語彙素を出力させた．短単位語彙素をベースラインとした推定に対し，本手法は高い性能が得られた．検討の結果，短単位語は長単位語彙素推定に有効であるが，事例検討から，特に口語的な表現や動詞の付属部などに関しては文脈情報(本文) が推定に有効であった．
E3:テーマセッション6: 人文学と言語処理(3)3月11日（火） 13:00-14:30   E会場(1F会議室108),E3-2,場所表現の地理的曖昧性を解消するための質問内容生成,/proceedings/annual_meeting/2025/pdf_dir/E3-2.pdf,"○清水 美緒奈, 林 純子, 久田 祥平, 若宮 翔子, 荒牧 英治, 大内 啓樹 (NAIST)",場所表現の地理的曖昧性は，ジオコーディングにおいて重要な課題である．従来の研究では，場所表現が登場する文脈情報の有用性が示されている一方で，文脈情報を考慮しても位置が特定できない場合も少なくない．そこで，本研究では，曖昧な場所表現の位置を特定するためのユーザへの質問内容生成を目的として，複数の場所候補を絞り込む上で手がかりとなるランドマークの抽出を試みた．実験では，GPT-4o を使用し，人手で作成した評価データを用いてその有用性を評価した．結果として，モデルは中程度の精度を示したが，カテゴリの曖昧さや過剰な推測に起因する正解ランドマークの見逃しが多い傾向にあることが分かった．
E3:テーマセッション6: 人文学と言語処理(3)3月11日（火） 13:00-14:30   E会場(1F会議室108),E3-3,満洲語古典語における母音調和の計算言語学的考察,/proceedings/annual_meeting/2025/pdf_dir/E3-3.pdf,"○坂上 温紀, 坂井 優介, 上垣外 英剛, 渡辺 太郎 (NAIST)",満洲語における母音調和は他の言語における母音調和と異なる性質を持っており、今日まで様々な記述がなされてきた。17 世紀ごろの満洲語に限れば、文字資料のみを用いてこの音声現象に向き合わねばならず、これには当時の文書を包括的に扱う必要がある。そこで本研究ではBrown Clustering による母音・音節の分類と隠れマルコフモデルによる音韻環境と確率の計算を用いて母音のグルーピングと、母音¯u についての考察を行う。結果として、[±RTR]の調和があるが、母音の階層性によって調和が阻害されることがわかり、¯u は非円唇母音、あるいは弱い円唇性を持つ母音であると示唆された。
E3:テーマセッション6: 人文学と言語処理(3)3月11日（火） 13:00-14:30   E会場(1F会議室108),E3-4,言語学からみた記号接地，問題？,/proceedings/annual_meeting/2025/pdf_dir/E3-4.pdf,○川原 功司 (名外大),大規模言語モデルの発展に伴い，記号接地問題が脚光を浴びるようになってきている．しかしながら，記号接地は大規模言語モデルにとっては問題ではなく，言語獲得においてもそれほど重要な課題ではない．問題は，記号創発による平衡状態としての言語体系にある．本稿では，理論言語学，とりわけ生成文法と呼ばれる理論から，記号接地問題について批判的に考察する．
E3:テーマセッション6: 人文学と言語処理(3)3月11日（火） 13:00-14:30   E会場(1F会議室108),E3-5,地理的言及に対するエンティティ・リンキングにおける住所階層の利用,/proceedings/annual_meeting/2025/pdf_dir/E3-5.pdf,"○三森 尊, 乾 孝司 (筑波大)",地理的位置属性を持つ言及に対するエンティティ・リンキング課題において、地名が持つ住所階層性を活用したエンティティ曖昧性解消手法を提案する。提案手法では、入力文章中に地理的位置属性を持つ言及が複数現れる場合に、それらをトリガにして入力文章を編集することで地名間の住所階層関係をモデルに伝える。評価実験を通して、提案手法は従来手法を上回るエンティティ曖昧性解消の精度を達成し、同名の地名間の混同やカテゴリの異なるエンティティとの混同を効果的に削減できることを確認した。
E3:テーマセッション6: 人文学と言語処理(3)3月11日（火） 13:00-14:30   E会場(1F会議室108),E3-6,BERTによる辞書推定システムを用いた近代以前の日本語文書の形態素解析の精度向上,/proceedings/annual_meeting/2025/pdf_dir/E3-6.pdf,"○臼井 久生, 古宮 嘉那子 (農工大), 小木曽 智信 (国語研/総研大)",本研究では，BERT により形態素解析用の辞書の推定を行うことで，近代以前の日本語文書の形態素解析の精度を向上させる手法を提案する．形態素解析用の辞書作成時に用いたデータを用いてBERT をﬁne-tuning し，文書分類を行うシステムを作成した．形態素解析の対象文書を，作成した文書分類システムに入力し，出力された文書クラスの辞書を用いて形態素解析を行った．また，二つのベースラインとその文書の正解の辞書を用いた手法（Oracle 手法）と比較した．実験の結果，提案手法はベースラインを常に上回り，いくつかの文書ではOracle 手法を上回った．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-1,RoBERTaとT5を用いた2段階モデルによる国語答案の文字認識誤り訂正,/proceedings/annual_meeting/2025/pdf_dir/P3-1.pdf,"○鈴木 里菜, 臼井 久生, 尾崎 太亮, Nguyen Tuan Hung, 古宮 嘉那子 (農工大), 石岡 恒憲 (大学入試センター), 中川 正樹 (農工大)",本研究では，手書き答案の文字認識誤り訂正を目的として，RoBERTa による誤り箇所推定とT5 による誤り訂正を組み合わせた2 段階モデルを提案する．既存研究では，T5 を用いたモデルで答案全体を対象に訂正を行っていたため，必要のない箇所まで訂正される問題があった．これに対し，本手法では，RoBERTa を用いて誤り箇所を推定し，その結果に基づきT5 で該当箇所のみを訂正する．中学生
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-2,自動アノテーションを導入したG-Eval による英文要約課題評価,/proceedings/annual_meeting/2025/pdf_dir/P3-2.pdf,"○藤田 晃輔, 山田 寛章, 徳永 健伸 (科学大), 石井 雄隆 (千葉大), 澤木 泰代 (早大)",英語学習者向け英文要約課題の自動評価のため，大規模言語モデル(LLM) を活用し，要約の内容に基づいた評価を実現する新たな手法を提案する．本研究では，Few-shot 学習，採点基準の自動展開，要約内の重要な概念や表現の自動アノテーションを組み合わせることで，要約内容に関する質の高い評価を可能にした．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-3,IMPARA-GED：言語モデルの文法誤り検出能力に着目した文法誤り訂正の参照文なし自動評価,/proceedings/annual_meeting/2025/pdf_dir/P3-3.pdf,"○坂井 優介, 五藤 巧, 渡辺 太郎 (NAIST)",本稿では，参照文なし文法誤り訂正自動評価手法であるIMPARA-GED を提案する．我々は文法誤り訂正の自動評価手法であるIMPARA に使用される品質推定モデルに着目し，文法誤り検出能力を強化した事前学習済み言語モデルを用いて，IMPARA-GEDの品質推定モデルを構築した．文法誤り訂正自動評価手法のメタ評価用データセットであるSEEDA を用いた性能評価実験の結果，IMPARA-GED は特に文単位の人手評価結果と最も高い相関を示す自動評価手法であることが示された．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-4,生成AIによる多肢選択式語彙問題および錯乱肢の生成と訂正,/proceedings/annual_meeting/2025/pdf_dir/P3-4.pdf,"○内田 諭, 畔元 里沙子, 吉村 理一, 伊藤 薫 (九大)",本論では語彙学習を目的とした多肢選択式空所補充問題の作成のため生成AI 等の技術を活用し，その性能を検証した．最初に英単語300 語に対し，ChatGPT にプロンプトを与え問題文と錯乱肢を生成した．錯乱肢には人手で訂正の有無をアノテーションし，ChatGPT とGemini を用いて自動訂正の可能性を検討した．結果として，問題生成については訂正が不要であった一方，錯乱肢生成では約17.8%で訂正を要した．この結果を受けて，生成AI の錯乱肢の訂正能力を検証したところ，F1 値が最大0.291となり，不十分な結果となった．提案手法として，予め準備した錯乱肢をBERT の確率により選別する方式を試した結果，訂正が必要な場合は11.0%となり，生成AI に対する優位性が明らかになった．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-5,言語モデルを用いた看護師国家試験問題の誤答選択肢自動生成,/proceedings/annual_meeting/2025/pdf_dir/P3-5.pdf,"○城戸 祐世, 山田 寛章, 徳永 健伸 (科学大), 木村 理加, 三浦 友理子, 佐居 由美, 林 直子 (聖路加大)",本研究では，看護師国家試験問題における誤答選択肢の自動生成に大規模言語モデルを活用する．生成には日本語大規模言語モデルと，API を通じて利用可能なモデルをそれぞれ複数用い，過去の試験や予備校の模擬試験の問題をデータセットとして出力の制御を行う．生成した誤答選択肢を選択肢候補として看護師国家試験問題作成経験者に提示し，実際の問題作成における負担軽減や効率改善への寄与を分析した．その結果，大規模言語モデルによる誤答選択肢は有用であり，作問作業の効率改善の可能性が示された．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-6,統語的複雑性指標を用いたL2日本語学習者エッセイ評価,/proceedings/annual_meeting/2025/pdf_dir/P3-6.pdf,"○小畑 文佳, 田川 拓海, 小野 雄一 (筑波大)",本研究は，日本語学習者のエッセイ評価と言語的特徴量の関係性について，さらなる検討を試みたものである．従来，英語教育の分野ではL2 学習者によるエッセイ評価と関連する言語特徴量が盛んに研究されている一方，日本語教育分野においては言語特徴量と評価との関連性があまり盛んに議論されていない．そこで本研究では，学習者日本語エッセイ評価に有効な言語的特徴量についてより深く検討・提案し，その評価に対する有効性を示すことを目的とした．分析では13 の言語的特徴量を扱い，それぞれの特徴量が学習者の習熟度予測へどれほど寄与しているかを検討した. 結果，一文あたりの用言数が最も有効な特徴量であることや，内容語Guiraud 値や機能語Guiraud 値も一定の説明力を示すことが示された．さらに，副助詞や接続助詞，格助詞の数などの機能語の数も詳細な条件として機能していることが明らかとなった．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-7,Incorporating Rule-Based Methods with Prompt-Based Techniques for Indigenous Language Generation,/proceedings/annual_meeting/2025/pdf_dir/P3-7.pdf,"○◊Justin Vasselli, Arturo Martínez Peguero, 渡辺 太郎 (NAIST)","In this work, we explore how to leverage the meta-linguistic knowledge of large language models (LLMs) bycombining rule-based techniques with few-shot prompt-ing to produce new sentences in Indigenous languages,despite the LLMs having little to no prior knowledge ofthe language.Integrating rule-based preprocessing forBribri signiﬁcantly improves accuracy―over six times theedit-tree baseline and twice that of few-shot prompting―while a simpliﬁed version enhances performance for Mayaand Guarani. This research provides a generalizable so-lution for addressing linguistic challenges in low-resourcesettings through combining structured linguistic resourceswith LLM meta-linguistic capabilities to support languagerevitalization and preservation.1）"
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-8,LLMとDocker環境を統合した対話型言語処理教育プラットフォームの設計と実装,/proceedings/annual_meeting/2025/pdf_dir/P3-8.pdf,○長谷部 陽一郎 (同志社大),LLM と Docker 環境を統合した対話型言語処理教育プラットフォームを提案する．本システムは，Electron ベースのデスクトップアプリケーションとして複数の OS 環境で動作し，Docker コンテナ上に構築された再現可能な言語処理環境を提供する．ユーザは 独自のWeb UI やJupyter Notebook を介して LLM と対話しながら，様々な言語処理ツールを活用した実践的な学習が可能となる．またRuby を用いたDSL による記述で独自のアプリを作成できるため，多様な教育ニーズに対応した柔軟なカスタマイズが可能である．本プラットフォームは，LLM を用いた新たな教育手法の探求を促進し，言語処理教育の質的向上に貢献すると期待される．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-9,文法誤り訂正における人手評価と自動評価の乖離とその解決,/proceedings/annual_meeting/2025/pdf_dir/P3-9.pdf,"○五藤 巧, 坂井 優介, 渡辺 太郎 (NAIST)",文法誤り訂正における自動評価尺度の目的の一つは，人手評価を模倣するような訂正システムの順位づけである．しかし，現状の自動評価は人手評価と乖離した評価手順に基づいており，このことは人手評価を模倣する目的と矛盾している．具体的には，人手評価は文単位の相対的な評価結果をレーティングアルゴリズムで順位に変換するが，自動評価では文単位の絶対的な評価結果を平均するなどしてコーパス単位評価に集約し，ソートすることで順位とする．本研究では，この乖離を埋めるために既存の自動評価尺度を人手評価の方法と一致するように用いることを提案し，実際に多くの尺度で人手評価との一致度が向上することを示す．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-10,文法誤り検出/訂正における訓練データと評価データのドメイン不一致による性能向上現象,/proceedings/annual_meeting/2025/pdf_dir/P3-10.pdf,"○木村 学 (理研), 永田 亮 (甲南大/理研)",本稿では，文法誤り検出/訂正においては，訓練データと評価データのドメインが同じときよりも異なるときのほうが性能が高くなるという直感に合わない現象が起こることを報告する．特に，書き手の習熟度が低いデータを訓練に用いると同現象が生じやすいことを示す．この現象は，実質の訓練データ量という観点から自然に説明できることも明らかにする．更に，このことが外国語習得研究および文法誤り検出/訂正研究に与える示唆についても述べる．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-11,Attention機構を用いた授業発話分析に基づく教員発話に対するアドバイス生成とLLMによる自動評価,/proceedings/annual_meeting/2025/pdf_dir/P3-11.pdf,"○大西 朔永, 児嶋 祥成, 椎名 広光, 保森 智彦 (岡山理大)",本研究は，教員支援を目的に，授業発話分析に基づくアドバイス生成とLLM-as-a-judge による自動評価手法を提案した．教員や児童を模倣したLLM のAttention 機構を用いて，教員発話の影響を推定し，その推定結果を統合したアドバイス生成を行った．さらに，LLM による自動評価を用いて，生成されたアドバイスの質を客観的に評価する手法を提案した．実験では，影響推定を統合したアドバイス生成が，LLM による自動評価で高い評価を得る傾向を示した．提案手法の有効性が示唆されたが，自動評価の改善と信頼性向上が今後の課題である．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-12,LLM を用いた複数レシピに対する調理計画手法の検討,/proceedings/annual_meeting/2025/pdf_dir/P3-12.pdf,○山口 泰弘 (クックパッド),複数の料理を同時かつ効率的に調理するには，利用可能な調理器具の制約と調理・物理現象に対する常識的な理解が不可欠である．自然言語で書かれたレシピから自動的に効率的な調理計画を組み立てるには大規模言語モデル(LLM) がもつ推論能力は非常に有用と考えられる．本研究ではLLM を活用して同時調理の工程を計画する手法を検討し，解くべきタスクと課題の考察を行った．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-13,動的な Few-shot の事例選択を用いた商品属性情報の正規化,/proceedings/annual_meeting/2025/pdf_dir/P3-13.pdf,"○岡崎 真治, 伊東 賢二, 浅野 孝平, 稲田 和明, 張 信鵬 (MonotaRO)",E コマースにおいて商品の特性を表す属性情報は，ユーザーの購買判断における重要な情報であり，これらのデータの整備はユーザー体験向上のための重要な課題である．しかし未整備の属性情報には，実際には同一とみなせる表現が異なる表記で扱われていることが多く，これらを統一するためには高い精度での表現の正規化が必要となる．そこで本研究では，蓄積された人手による目視検証と修正を加えた整備済みの属性情報から，動的にFew-shot の事例選択した大規模言語モデルによる属性値正規化システムを提案し，実際のE コマースの商品情報から抽出した属性値を用いて評価と分析を行う．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-14,大規模言語モデルと患者表現辞書を用いた病名診断の精度検証,/proceedings/annual_meeting/2025/pdf_dir/P3-14.pdf,"○宇都宮 和希 (工学院大), 坂野 遼平 (一橋大)",自然言語処理技術を活用した医療支援が始まりつつあり，医療分野におけるAI の需要が上昇している．本研究では大規模言語モデル（LLM）の医療応用に着目し，医療プロセスの中でもAI による診断への応用可能性を探る．具体的には，曖昧な患者表現から病名を予測するタスクについて，複数GPTモデル間の差異検証を行う．また，予測病名からICD-10 コードを階層的に推定し，その推定精度の検証を行う．結果，差異検証ではファインチューニングを行うことで，より正解病名に近い予測ができる傾向を確認した．また，予測病名が正解病名と一致しない場合においてもICD-10 コードを正しく推定可能なケースが存在することを確認した．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-15,自己教師あり学習を用いた 自由会話音声からの早期アルツハイマー病の予測,/proceedings/annual_meeting/2025/pdf_dir/P3-15.pdf,"○桑山 芳明, 坪倉 和哉, 入部 百合絵 (愛県大), 横井 克典, 中村 昭範 (NCGG), 北岡 教英 (豊橋技科大), 勝野 雅央 (名大)",本研究は，アミロイドPET やタウPET など経済的・身体的負担の大きい早期アルツハイマー病の検査の代替として，雑談を含む自由会話音声から早期アルツハイマー病を識別する手法を提案する．具体的には，自由会話音声とそれを書き起こしたテキストを HuBERT とRoBERTa を活用して音声・言語特徴量を特徴抽出器として用い，識別を試みた．その結果，特徴抽出器に高齢者音声や認知障害特有の音声を学習させることにより，従来手法である音響的特徴量を用いた手法と比較して，F 値で8%，正解率で7%上回る精度で正常群とプレクリニカルAD 群を識別できることが示され，自由会話音声からの早期アルツハイマー病の予測への応用が期待できる．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-16,CloudArchitectBuddy 構造的状態制御に基づくシステム主導型設計支援,/proceedings/annual_meeting/2025/pdf_dir/P3-16.pdf,"○小比田 涼介, 春日 瑛 (サイバーエージェント)",本研究では、クラウドアーキテクチャ設計の複雑さを取り上げ、その設計支援システムとしてCloudArchitectBuddy（CA-Buddy）を提案する．CA-Buddy は要件と設計を状態として構造的に表現・制御することで設計の理解と一貫性を支援し、システムが主導的に検証と具体化を進めることでスムーズな設計作業を実現する．実務者によるCA-BuddyとChatGPT の比較実験の結果、設計品質は同等ながらもCA-Buddy は高いユーザー体験を示した．またフィードバックから、CA-Buddy の構造化された設計情報とシステム主導型の設計支援はチャットUIの柔軟な対話を統合することによってより効果的なクラウド設計支援ができる可能性が示唆された．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-17,国語科共通テスト試行調査を用いたRAGによる答案生成の評価と再検索RAGの提案,/proceedings/annual_meeting/2025/pdf_dir/P3-17.pdf,"○一柳 壮綱, 古宮 嘉那子 (農工大), 石岡 恒憲 (DNC), 中川 正樹 (農工大)",近年，大規模言語モデル（LLM: Large LanguageModel）は発展の一途を辿ってきたが，これまで日本語の国語問題，特に大学入学共通テストのような全国試験レベルの問題にLLM を用いて取り組む研究は十分に行われてこなかった．本研究では，この課題に取り組むため，複数のLLM を用いて大学入学共通テスト試行調査の国語科目における答案を作成し，採点ガイドラインに基づいてその答案を評価する．また，Retrieval-Augmented Generation（RAG）手法を活用し，答案生成の手法を検討する．この際，再検索プロセスを考慮した手法を取り入れることで既存のRAG 手法を改良し，生成される答案の精度や一貫性の向上を目指すとともに，単純なLLM での生成との違いを調査した．実験の結果，再検索プロセスを考慮したRAG 手法を用いることによって，より採点条件を満たした答案を生成できるようになることを確認した．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-18,大規模言語モデルを用いた講義振り返りテキストからの学生の成績推定,/proceedings/annual_meeting/2025/pdf_dir/P3-18.pdf,"○青野 広太郎, 笹野 遼平 (名大)",本研究では、講義を受けた学生が質問に回答する形式で講義内容について記述したテキストである「振り返りテキスト」を用いた学生の成績推定に取り組む。具体的には、2 人の学生の初回講義の振り返りテキストから、最終的にどちらがより高い成績を収めるかを予測する成績上下予測を、Meta-Llama-3.1-8B、Llama3.1-Swallow-8B-v0.2、Llama-3-ELYZA-JP-8B、Ruri-large の4 つの言語モデルを利用して行う。九州大学の3 つの講義における振り返りテキスト及び成績データを使用した実験の結果、複数のモデルの出力を多数決によって集約することで、およそ60%の精度で成績の上下を判別することができた。
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-19,診療データベースを用いたカルテスクリーニング,/proceedings/annual_meeting/2025/pdf_dir/P3-19.pdf,"○柴田 大作, 辻川 剛範, 渋谷 恵, 森田 智子, 久保 雅洋 (NEC), 中川 敦寛, 重田 昌吾, 島田 宗昭 (東北大)",医師によって作成される初診時記録や経過記録などの診療記録の利活用に向け，機械学習とルールベースに基づく診療データベースの構築，そして診療データベースを用いたカルテスクリーニング(臨床試験の選択基準に適合する患者の選定作業) について検討を行う．開発した機械学習モデルは固有表現抽出がMicro-F1 で0.884，関係抽出が0.768 と一定の精度で診療記録からの情報抽出が可能であった．また診療データベースを用いたカルテスクリーニングの精度は，診療記録を直接用いた際の精度よりも最大で4.2 倍改善することが明らかとなった．本研究で構築した診療データベースはカルテスクリーニングに有用である可能性が示唆された．
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-20,大阪大学SEEDSプログラム受講生によるライティング成果の「科学的にダメな点」調査と分析,/proceedings/annual_meeting/2025/pdf_dir/P3-20.pdf,"○東山 愛, 堀 一成 (阪大)",大阪大学では、科学技術分野に関心のある高校生を「SEEDS プログラム」という枠組みの中で2015年から受け入れてきた。本プログラムの受講生が提出したレポートの「科学的にダメな点」を調査、分析することにより、中等教育段階の生徒にとって習得が困難なアカデミック・ライティングに求められる項目を明らかにした。その結果、SEEDSプログラム受講生のレポートの「ダメな点」は、「定量性に欠ける表現」「思い込みなどが原因の客観性に欠ける表現」「書き手の価値観が入っている表現」など、大きく分けて6 種類に特徴を分類できることが判明した。今後は、これらの項目の習得を意識した、中等教育段階の生徒向けのライティング教材の開発が期待される。
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-21,学生によるプロンプトチューニングを用いた謝罪するロボットのもたらす教育効果,/proceedings/annual_meeting/2025/pdf_dir/P3-21.pdf,"○酒造 正樹, 小野田 凌也 (湘南工科大)",未成熟な大学生は、謝罪の経験が不足していることが多い。例えば、授業に遅刻したり、レポートの提出期限に遅れたりする場合、教員との適切なコミュニケーション方法として、対話を通じた回復戦略を学ぶことが学生の将来にとって有益である。また、学生が教える立場に立ち自己の学びを深めるLearning by Teaching（LBT）やソーシャルスキルトレーニング（SST）の手法を活用することで、生成AI を利用した対話エージェントの開発が可能となる。このアプローチでは、過失を犯したロボット（アバター）に対し、学生自身が教育的指導を行うことで、実践的な学習素材として活用できる。本論文では、学部1 年生向け実習科目において導入した対話システムと、その教育効果について論じる。
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-22,生成AIによるセリフ文章を利用したタイピングゲーム,/proceedings/annual_meeting/2025/pdf_dir/P3-22.pdf,"○鈴木 里彩, 松吉 俊 (東京工科大)",既存のタイピングゲームは、固定的な文章や単純なレベル分けが中心であり、学習者が慣れていくことにより、学習者のモチベーション維持やスキル向上に限界がある。個人の嗜好に合わせてタイピング文章を毎回自動生成することができれば、学習者のモチベーション維持や向上に繋がることが期待される。本研究では、AI が自動生成した日本語文章を活用したタイピングゲームを開発した。評価実験によって、開発したタイピングゲームにはモチベーション向上効果があることが示唆された。その一方で、セリフ自動生成の精度が低いネガティブな性格語に対して、プロンプトの改良や別の大規模言語モデルの利用を検討する必要があることも明らかになった。
P3:ポスター3月11日（火） 13:00-14:30   P会場(2Fコンベンションホール3+4),P3-23,Policy-Value Monte-Carlo 木探索を用いた将棋の解説文に出現する手順の予測,/proceedings/annual_meeting/2025/pdf_dir/P3-23.pdf,"○池田 大雅, 鶴岡 慶雅 (東大)",将棋などの完全情報ゲームのプログラムは任意の盤面から最善と考えられる指し手とその評価値（形勢判断）を正確に提示できるが、その理由まで説明することは難しく解釈性が課題となっている。本研究では解説文に出現する手順を予測する部分ゲーム木（解説木）をゲームエンジンを用いて生成する手法を提案する。Policy-Value Network を用いたMonte-Carlo 木探索(PV-MCTS) によって得られたゲーム木を再帰的に枝刈りして解説木を生成する。この手法により、解説文のコーパスに依存しない解説木の予測が可能となる。また、PV-MCTS を制御するPUCT アルゴリズムを調整することによる予測精度の変化についても調査した。
Q3:ポスター3月11日（火） 13:00-14:30   Q会場(1F会議室101AB),Q3-1,移動軌跡に関する質問応答データセット,/proceedings/annual_meeting/2025/pdf_dir/Q3-1.pdf,"○浅野 輝 (東大/理研), 大内 啓樹 (NAIST/サイバーエージェント/理研), 春日 瑛, 米谷 竜 (サイバーエージェント)",本研究では，移動軌跡データに関する質問応答（QA）データセットを構築した．より具体的には，事実照会問題，選択式問題，自由記述式問題という
Q3:ポスター3月11日（火） 13:00-14:30   Q会場(1F会議室101AB),Q3-2,LLM-jp-3 VILA: 日本語マルチモーダルデータセット及び強力な日本語マルチモーダルモデルの構築,/proceedings/annual_meeting/2025/pdf_dir/Q3-2.pdf,"○笹川 慶人 (早大/NII), 前田 航希 (科学大/NII), 杉浦 一瑳 (京大/NII), 栗田 修平 (NII), 岡崎 直観 (科学大/NII), 河原 大輔 (早大/NII)",強力な視覚言語モデル(VLM) を構築するためには、画像・テキスト対データや交互配置(interleaved)データ、指示データなどのマルチモーダルデータが必要である。しかし、英語のデータは豊富にあるが、日本語のデータは限られている。この問題に対処するため、我々はゼロから日本語のマルチモーダルデータセットを構築する。我々はウェブ上の画像・テキスト対データとinterleaved データを構築し、さらに既存の大規模言語モデル(LLM) やVLM を利用して日本語のマルチモーダル指示データを構築する。これらのデータセットを利用して学習したモデルは、先行研究の機械翻訳を用いて構築したデータによるモデルよりも高い性能を示した。
Q3:ポスター3月11日（火） 13:00-14:30   Q会場(1F会議室101AB),Q3-3,Vision Language Modelを用いた走行画像認識性能の検証,/proceedings/annual_meeting/2025/pdf_dir/Q3-3.pdf,"○表野 理人, 針屋 慶吾, 福田 有輝也, 米陀 佳祐, 菅沼 直樹 (金沢大)",自動運転技術の関連研究に用いられる走行データを効率良く応用する場合，交通状況を理解するための詳細な認識が重要である．そこで，走行データの認識に，走行中の自車から撮影されたカメラ画像を深層学習ベースモデルによる分類で得られる情報を用いることが有効な手段として挙げられる．本研究では，画像情報のみを扱うConvolutional neural network(CNN)ベースモデルと画像とテキストの両方の情報を扱えるVision Language Model(VLM)の走行画像認識性能を評価・比較する．実験の結果， VLM が詳細なラベルである走行エリア，走行場所，路面状況，渋滞状況，掠れた白線の有無，工事規制されている車線の有無のラベルにおいて，CNN ベースモデルの精度を上回ったことが確認された．
Q3:ポスター3月11日（火） 13:00-14:30   Q会場(1F会議室101AB),Q3-4,視覚言語モデルの識別性能に関する評価用ベンチマークの構築,/proceedings/annual_meeting/2025/pdf_dir/Q3-4.pdf,"○村岡 雅康 (科学大), 岡崎 直観 (科学大/産総研/NII)",本稿では，視覚言語モデル(VLM) の識別性能を評価するための新たな評価用ベンチマークDiscriBenchを構築し，既存のVLM の識別性能を調査する．DiscriBench は，提示される情報の中から必要な情報を識別し質問に回答するという，人間が日常生活において行なっているプロセスに焦点を当てたベンチマークである．全100 問からなる選択肢形式のVQA であり，大学入試難易度を想定して作成している．GPT-4o を含む既存のVLM をDiscriBench で評価した結果，人間の正解率は89.2%だったのに対し，VLM はそれより18.2 - 63.2 ポイント低く，識別性能において大きな差が認められた．
Q3:ポスター3月11日（火） 13:00-14:30   Q会場(1F会議室101AB),Q3-5,Asagi: 合成データセットを活用した大規模日本語VLM,/proceedings/annual_meeting/2025/pdf_dir/Q3-5.pdf,"○上原 康平, 黒瀬 優介 (東大/理研), 安道 健一郎 (理研/東大), Jiali Chen, Fan Gao, 金澤 爽太郎, 坂本 拓彌, 竹田 悠哉, Boming Yang, Xinjie Zhao (東大), 村尾 晃平, 吉田 浩 (NII), 田村 孝之 (ROIS), 合田 憲人 (ROIS/NII), 喜連川 優 (ROIS/東大), 原田 達也 (東大/理研/NII)",大規模言語モデル（LLM）の発展として，画像など他のモダリティも扱う大規模マルチモーダルモデルの研究が進んでいる．本研究で注目するVision &Language モデル（VLM）は，画像とテキストを同時に入力可能なモデルである．しかしながら，データが潤沢な英語モデルに比べ，データの不足する日本語モデルの開発は十分とはいえない．本研究では，日本語能力に特化したVLM の開発のため，大規模な日本語テキスト・画像ペアの合成データセットを新たに構築した．なお，データセットの構築時に，ライセンスによってデータ利用が制限されるLLMは用いていない．構築したデータセットを用いて日本語VLM を訓練し，その性能を評価した．
